wgt_fx,wgt_fx_theta,ml_theta1,alg,0,1,2,3,4
0,0.5,0.00010103952929296583,1,0.004635194732040825,0.004617023727364714,0.004591177623895814,0.004764078368087503,0.004726669611214307
0,0.5,0.00011068649317642902,1,0.004654287130748248,0.004637266630441631,0.004611510247741767,0.004784767510636591,0.004747404326801151
0,0.5,0.00012125452144746474,1,0.004676260120676941,0.004659499737450027,0.0046338398360578955,0.004807488111745357,0.004770195537432484
0,0.5,0.00013283155468678864,1,0.004700360733164571,0.004683924324673113,0.004658368086353889,0.00483244525320875,0.004795231550465951
0,0.5,0.00014551392978903415,1,0.004727067571033931,0.004710763103536237,0.004685318198429568,0.004859877372367295,0.004822739794090671
0,0.5,0.0001594071816186756,1,0.0047564172973676025,0.004740262923183673,0.004714937352471795,0.004890027890045513,0.004852972305019855
0,0.5,0.00017462692120575503,1,0.004788681407710377,0.004772697539399379,0.004747499538885017,0.004923154676943775,0.004886208643123614
0,0.5,0.00019129979778921286,1,0.0048241614763789515,0.004808370795488526,0.004783308744064795,0.004959447805131359,0.004922758898637696
0,0.5,0.0002095645527133515,1,0.004863191574180375,0.004847513846673981,0.0048225582564335135,0.0049993524402249835,0.004962967643055742
0,0.5,0.00022957317394730418,1,0.004906143423145332,0.004890477822810731,0.004865785415825051,0.005043283240532058,0.005007218002040943
0,0.5,0.00025149216083470484,1,0.0049534305857764915,0.004937781303772524,0.004913376126093049,0.005091645122394372,0.005055936519046258
0,0.5,0.000275503909598022,1,0.005005514115467838,0.0049898861152318594,0.004965794292296121,0.005144908508343426,0.005109598634651428
0,0.5,0.000301808231126864,1,0.005062908173010886,0.005047307680425325,0.005023557572283265,0.005203598209943119,0.005168420462498702
0,0.5,0.0003306240136803508,1,0.0051261874770302755,0.0051106220389167305,0.005087244401612999,0.005268300516250942,0.00523334906517827
0,0.5,0.000362191044339529,1,0.005195920644116047,0.0051804739159093316,0.005157502067875801,0.005339671338308535,0.005304970403510608
0,0.5,0.00039677200436682894,1,0.005273076023962512,0.005257586018520628,0.005235056010377258,0.005418445586363591,0.005384022223128603
0,0.5,0.0004346546550767088,1,0.005358301831581444,0.005342769767504374,0.005320720553097179,0.005505447988576404,0.005471332462916549
0,0.5,0.0004761542324069456,1,0.0054525094283549925,0.0054369377110836175,0.00541541131688181,0.005601605598113065,0.005567831818871805
0,0.5,0.0005216160701167114,1,0.005556725363733538,0.005541117913039342,0.005520159602139681,0.005707962280963083,0.005674568298298942
0,0.5,0.0005714184734400634,1,0.005672108009817907,0.005656470661410252,0.00563612908731865,0.005825695530967175,0.00579272411257719
0,0.5,0.0006259758671076102,1,0.005799966911910283,0.005784307908810601,0.005764635252847138,0.005956136023107696,0.005923635321644251
0,0.5,0.0006857422439322404,1,0.005941785339975116,0.005926115932517004,0.0059071680170665565,0.006100790393145014,0.0060688147207708844
0,0.5,0.000751214942655906,1,0.006099246617393759,0.006083581794566633,0.0060654181624116565,0.006261367823628235,0.006229978552625234
0,0.5,0.0008229387864943582,1,0.0062742649126006685,0.006258624292094025,0.006241308239641948,0.006439811126104487,0.006409077737994736
0,0.5,0.000901510616818243,1,0.00646902130965884,0.006453430219540366,0.006437028768803629,0.006638333140516521,0.006608334450385445
0,0.5,0.0009875842596970372,1,0.006686006129764547,0.006670496921427266,0.006655080712020101,0.006859459429533158,0.006830285017294072
0,0.5,0.0010818759666343272,1,0.006928068662102269,0.006912682302169295,0.006898325380217333,0.007106078432956864,0.0070778303193310315
0,0.5,0.0011851703747688548,1,0.007198475685432174,0.007183263683984112,0.007170043159543046,0.0073815004714616024,0.007354295083658549
0,0.5,0.0012983270361384327,1,0.007500980428522387,0.007486007172637889,0.007474002710791503,0.007689527257000675,0.007663497737704118
0,0.5,0.0014222875703392113,1,0.00783990393671148,0.00782524951227692,0.00781454261530303,0.008034533888005495,0.00800983281157927
0,0.5,0.0015580835001002993,1,0.008220231193908457,0.008205994795427766,0.008196667824003728,0.008421565691424868,0.008398368263585
0,0.5,0.001706844834976529,1,0.008647724806685388,0.00863402885496927,0.008626163725003263,0.008856452733265458,0.0088349605652203
0,0.5,0.001869809474587539,1,0.009129059604756998,0.009116054716568818,0.009109731194485814,0.009345945369622249,0.009326390935342516
0,0.5,0.0020483335096511015,1,0.0096719821680206,0.009659853150815712,0.009655146653516043,0.009897874869263894,0.009880526775685738
0,0.5,0.0022439025065295066,1,0.010285500075978386,0.010274473155769829,0.010271451941431106,0.010521343928290086,0.010506513153568028
0,0.5,0.0024581438691920077,1,0.010980106616605879,0.010970458148891126,0.010969179760604601,0.011226952843148728,0.01121500012839082
0,0.5,0.0026928403814619104,1,0.011768047819543156,0.011760114783539095,0.011760621578619252,0.012027068241509445,0.012018412857739386
0,0.5,0.0029499450422385003,1,0.012663640030030433,0.012657832666871333,0.012660146229546032,0.012936142628466705,0.012931272784059615
0,0.5,0.0032315973171433213,1,0.013683647859866123,0.013680464887944601,0.013684579080811705,0.013971094633074355,0.013970579839036075
0,0.5,0.0035401409418269383,1,0.014847734293315018,0.014847781221017414,0.014853653579688448,0.0151517617910177,0.015156267563938888
0,0.5,0.003878143425084265,1,0.016178997053499296,0.0161830082141164,0.016190549328112664,0.016501440037764437,0.016511745395139738
0,0.5,0.004248417414071293,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.0046540440994113155,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.005098398854953428,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.005585179325541486,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.006118436196522525,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.006702606901039414,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.007342552545598942,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.00804359836118703,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.008811578016540166,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.009652882162320655,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.010574511610150201,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.011584135589024804,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.012690155563884711,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.013901775147398033,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.015229076686720537,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.01668310516253918,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.018275960098555182,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.020020896246220422,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.021932433882563097,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.02402647963893283,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.02632045886612708,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.028833460637359438,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.031586396595694594,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.03460217496777994,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.03790589119190814,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.041525036746699245,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.045489727918145324,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.04983295640867499,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.05459086387365118,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.059803042669824884,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.06551286531838678,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.07176784542420427,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.0786200330545901,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.08612644786769943,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.09434955359478159,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.10335777782463355,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.1132260814155794,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.12403658227326897,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.13587923868498822,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.14885259789676566,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.1630646161624697,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
0,0.5,0.17863355708883688,1,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016949152542372878,0.016949152542372878
